Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
17/02/2024,Birmingham,Sunderland,2,1,H,S Martin
17/02/2024,Bristol City,QPR,0,1,A,S Barrott
17/02/2024,Huddersfield,Hull,1,2,A,R Welch
17/02/2024,Leicester,Middlesbrough,1,2,A,C Kavanagh
17/02/2024,Millwall,Sheffield Weds,0,2,A,G Eltringham
17/02/2024,Norwich,Cardiff,4,1,H,D Bond
17/02/2024,Preston,Blackburn,2,2,D,D Webb
17/02/2024,Rotherham,Watford,0,1,A,A Kitchen
17/02/2024,Stoke,Coventry,0,1,A,J Bell
17/02/2024,Swansea,Ipswich,1,2,A,J Busby
16/02/2024,West Brom,Southampton,0,2,A,S Allison
14/02/2024,Huddersfield,Sunderland,1,0,H,G Ward
14/02/2024,Plymouth,Coventry,2,2,D,K Stroud
14/02/2024,Preston,Middlesbrough,2,1,H,T Harrington
14/02/2024,Stoke,QPR,1,0,H,A Kitchen
14/02/2024,Millwall,Ipswich,0,4,A,S Barrott
13/02/2024,Birmingham,Blackburn,1,0,H,T Kirk
13/02/2024,Leicester,Sheffield Weds,2,0,H,T Nield
13/02/2024,Norwich,Watford,4,2,H,S Attwell
13/02/2024,Rotherham,Hull,1,2,A,L Doughty
13/02/2024,Swansea,Leeds,0,4,A,D Webb
13/02/2024,Bristol City,Southampton,3,1,H,M Donohue
13/02/2024,West Brom,Cardiff,2,0,H,R Welch
11/02/2024,Coventry,Millwall,2,1,H,A Kitchen
10/02/2024,Ipswich,West Brom,2,2,D,D Coote
10/02/2024,Blackburn,Stoke,3,1,H,G Ward
10/02/2024,Cardiff,Preston,0,2,A,D Whitestone
10/02/2024,Hull,Swansea,0,1,A,G Eltringham
10/02/2024,Leeds,Rotherham,3,0,H,A Madley
10/02/2024,Middlesbrough,Bristol City,1,2,A,S Allison
10/02/2024,QPR,Norwich,2,2,D,B Toner
10/02/2024,Southampton,Huddersfield,5,3,H,D Webb
10/02/2024,Sunderland,Plymouth,3,1,H,A Backhouse
10/02/2024,Watford,Leicester,1,2,A,O Langford
9/02/2024,Sheffield Weds,Birmingham,2,0,H,A Davies
4/02/2024,Middlesbrough,Sunderland,1,1,D,D England
3/02/2024,Blackburn,QPR,1,2,A,G Eltringham
3/02/2024,Huddersfield,Sheffield Weds,4,0,H,M Donohue
3/02/2024,Hull,Millwall,1,0,H,A Backhouse
3/02/2024,Norwich,Coventry,2,1,H,G Ward
3/02/2024,Preston,Ipswich,3,2,H,G Scott
3/02/2024,Rotherham,Southampton,0,2,A,S Gill
3/02/2024,Stoke,Leicester,0,5,A,L Smith
3/02/2024,Swansea,Plymouth,0,1,A,S Allison
3/02/2024,Watford,Cardiff,0,1,A,J Busby
3/02/2024,West Brom,Birmingham,1,0,H,D Webb
2/02/2024,Bristol City,Leeds,0,1,A,S Martin
31/01/2024,Sheffield Weds,Watford,0,0,D,R Welch
30/01/2024,Coventry,Bristol City,2,2,D,L Doughty
30/01/2024,Leicester,Swansea,3,1,H,K Stroud
28/01/2024,QPR,Huddersfield,1,1,D,S Martin
27/01/2024,Millwall,Preston,1,1,D,J Busby
27/01/2024,Sunderland,Stoke,3,1,H,A Davies
24/01/2024,Leeds,Norwich,1,0,H,M Donohue
22/01/2024,Leicester,Ipswich,1,1,D,J Smith
21/01/2024,Leeds,Preston,2,1,H,D Webb
20/01/2024,Swansea,Southampton,1,3,A,O Langford
20/01/2024,Blackburn,Huddersfield,1,1,D,J Linington
20/01/2024,Bristol City,Watford,1,1,D,A Kitchen
20/01/2024,Middlesbrough,Rotherham,1,1,D,D Bond
20/01/2024,Norwich,West Brom,2,0,H,S Gill
20/01/2024,Plymouth,Cardiff,3,1,H,M Dwyer
20/01/2024,QPR,Millwall,2,0,H,L Smith
20/01/2024,Sheffield Weds,Coventry,1,2,A,A Backhouse
20/01/2024,Stoke,Birmingham,1,2,A,S Barrott
19/01/2024,Sunderland,Hull,0,1,A,R Jones
14/01/2024,QPR,Watford,1,2,A,S Hooper
13/01/2024,Coventry,Leicester,3,1,H,D England
13/01/2024,Birmingham,Swansea,2,2,D,M Donohue
13/01/2024,Cardiff,Leeds,0,3,A,O Langford
13/01/2024,Huddersfield,Plymouth,1,1,D,T Nield
13/01/2024,Millwall,Middlesbrough,1,3,A,A Davies
13/01/2024,Preston,Bristol City,2,0,H,S Barrott
13/01/2024,Rotherham,Stoke,0,1,A,K Stroud
13/01/2024,Southampton,Sheffield Weds,4,0,H,L Smith
13/01/2024,West Brom,Blackburn,4,1,H,S Martin
13/01/2024,Ipswich,Sunderland,2,1,H,S Allison
12/01/2024,Hull,Norwich,1,2,A,A Kitchen
1/01/2024,Sunderland,Preston,2,0,H,O Langford
1/01/2024,Blackburn,Rotherham,2,2,D,J Gillett
1/01/2024,Bristol City,Millwall,0,1,A,T Nield
1/01/2024,Leeds,Birmingham,3,0,H,K Stroud
1/01/2024,Leicester,Huddersfield,4,1,H,S Allison
1/01/2024,Middlesbrough,Coventry,1,3,A,D Webb
1/01/2024,Norwich,Southampton,1,1,D,D England
1/01/2024,Plymouth,Watford,3,3,D,R Madley
1/01/2024,QPR,Cardiff,1,2,A,A Kitchen
1/01/2024,Stoke,Ipswich,0,0,D,J Bell
1/01/2024,Swansea,West Brom,1,0,H,A Davies
1/01/2024,Sheffield Weds,Hull,3,1,H,D Bond
29/12/2023,Southampton,Plymouth,2,1,H,J Linington
29/12/2023,Birmingham,Bristol City,0,0,D,G Eltringham
29/12/2023,Cardiff,Leicester,0,2,A,J Busby
29/12/2023,Coventry,Swansea,2,2,D,T Kirk
29/12/2023,Huddersfield,Middlesbrough,1,2,A,B Toner
29/12/2023,Hull,Blackburn,3,2,H,M Donohue
29/12/2023,Ipswich,QPR,0,0,D,D Webb
29/12/2023,Millwall,Norwich,1,0,H,D Whitestone
29/12/2023,Preston,Sheffield Weds,0,1,A,R Welch
29/12/2023,Rotherham,Sunderland,1,1,D,T Harrington
29/12/2023,Watford,Stoke,1,1,D,S Oldham
29/12/2023,West Brom,Leeds,1,0,H,G Scott
26/12/2023,Preston,Leeds,2,1,H,J Smith
26/12/2023,Millwall,QPR,2,0,H,T Bramall
26/12/2023,Cardiff,Plymouth,2,2,D,A Davies
26/12/2023,Coventry,Sheffield Weds,2,0,H,O Langford
26/12/2023,Huddersfield,Blackburn,3,0,H,D England
26/12/2023,Hull,Sunderland,0,1,A,S Gill
26/12/2023,Rotherham,Middlesbrough,1,0,H,A Kitchen
26/12/2023,Southampton,Swansea,5,0,H,K Stroud
26/12/2023,Watford,Bristol City,1,4,A,J Busby
26/12/2023,West Brom,Norwich,1,0,H,J Bell
26/12/2023,Birmingham,Stoke,1,3,A,R Madley
26/12/2023,Ipswich,Leicester,1,1,D,S Barrott
23/12/2023,Leeds,Ipswich,4,0,H,S Martin
23/12/2023,Blackburn,Watford,1,2,A,D Whitestone
23/12/2023,Leicester,Rotherham,3,0,H,D Bond
23/12/2023,Middlesbrough,West Brom,1,0,H,J Linington
23/12/2023,Norwich,Huddersfield,2,0,H,T Kirk
23/12/2023,Plymouth,Birmingham,3,3,D,G Scott
23/12/2023,QPR,Southampton,0,1,A,O Langford
23/12/2023,Sheffield Weds,Cardiff,1,2,A,S Barrott
23/12/2023,Stoke,Millwall,0,0,D,G Eltringham
23/12/2023,Sunderland,Coventry,0,3,A,M Donohue
22/12/2023,Bristol City,Hull,3,2,H,B Toner
22/12/2023,Swansea,Preston,2,1,H,R Madley
18/12/2023,Birmingham,Leicester,2,3,A,D Webb
17/12/2023,West Brom,Stoke,1,1,D,A Kitchen
16/12/2023,Ipswich,Norwich,2,2,D,J Smith
16/12/2023,Bristol City,Sunderland,1,0,H,S Martin
16/12/2023,Hull,Cardiff,3,0,H,K Stroud
16/12/2023,Leeds,Coventry,1,1,D,G Eltringham
16/12/2023,Millwall,Huddersfield,1,1,D,D Bond
16/12/2023,Plymouth,Rotherham,3,2,H,G Ward
16/12/2023,Preston,Watford,1,5,A,S Gill
16/12/2023,Sheffield Weds,QPR,2,1,H,A Davies
16/12/2023,Southampton,Blackburn,4,0,H,G Scott
16/12/2023,Swansea,Middlesbrough,1,2,A,M Donohue
13/12/2023,Cardiff,Birmingham,0,1,A,S Martin
13/12/2023,Coventry,Southampton,1,1,D,B Toner
13/12/2023,Leicester,Millwall,3,2,H,K Stroud
13/12/2023,Norwich,Sheffield Weds,3,1,H,M Donohue
13/12/2023,QPR,Plymouth,0,0,D,T Harrington
13/12/2023,Middlesbrough,Hull,1,2,A,O Langford
12/12/2023,Blackburn,Bristol City,2,1,H,J Linington
12/12/2023,Huddersfield,Preston,1,3,A,J Busby
12/12/2023,Rotherham,West Brom,0,2,A,S Barrott
12/12/2023,Stoke,Swansea,1,1,D,D Webb
12/12/2023,Watford,Ipswich,1,2,A,D England
12/12/2023,Sunderland,Leeds,1,0,H,D Whitestone
9/12/2023,Blackburn,Leeds,0,2,A,R Madley
9/12/2023,Sunderland,West Brom,2,1,H,D Bond
9/12/2023,Cardiff,Millwall,1,0,H,A Kitchen
9/12/2023,Huddersfield,Bristol City,1,1,D,A Davies
9/12/2023,Leicester,Plymouth,4,0,H,S Gill
9/12/2023,Middlesbrough,Ipswich,0,2,A,D Whitestone
9/12/2023,Norwich,Preston,0,0,D,O Langford
9/12/2023,QPR,Hull,2,0,H,J Bell
9/12/2023,Rotherham,Swansea,1,2,A,J Smith
9/12/2023,Stoke,Sheffield Weds,0,1,A,D Coote
9/12/2023,Watford,Southampton,1,1,D,G Eltringham
8/12/2023,Coventry,Birmingham,2,0,H,S Allison
3/12/2023,Bristol City,Norwich,1,2,A,G Ward
2/12/2023,West Brom,Leicester,1,2,A,T Robinson
2/12/2023,Birmingham,Rotherham,0,0,D,A Davies
2/12/2023,Hull,Watford,1,2,A,J Busby
2/12/2023,Ipswich,Coventry,2,1,H,A Kitchen
2/12/2023,Leeds,Middlesbrough,3,2,H,D England
2/12/2023,Millwall,Sunderland,1,1,D,J Linington
2/12/2023,Plymouth,Stoke,2,1,H,S Barrott
2/12/2023,Sheffield Weds,Blackburn,3,1,H,D Webb
2/12/2023,Southampton,Cardiff,2,0,H,J Bell
2/12/2023,Swansea,Huddersfield,1,1,D,S Martin
1/12/2023,Preston,QPR,0,2,A,J Smith
29/11/2023,Blackburn,Birmingham,4,2,H,L Doughty
29/11/2023,Leeds,Swansea,3,1,H,S Allison
29/11/2023,Sheffield Weds,Leicester,1,1,D,S Barrott
29/11/2023,Southampton,Bristol City,1,0,H,K Stroud
29/11/2023,Sunderland,Huddersfield,1,2,A,M Donohue
29/11/2023,Ipswich,Millwall,3,1,H,T Bramall
28/11/2023,Cardiff,West Brom,0,1,A,J Smith
28/11/2023,Coventry,Plymouth,1,0,H,A Davies
28/11/2023,Hull,Rotherham,4,1,H,R Welch
28/11/2023,Middlesbrough,Preston,4,0,H,A Kitchen
28/11/2023,QPR,Stoke,4,2,H,J Linington
28/11/2023,Watford,Norwich,3,2,H,S Hooper
25/11/2023,Birmingham,Sheffield Weds,2,1,H,R Welch
25/11/2023,Bristol City,Middlesbrough,3,2,H,J Busby
25/11/2023,Huddersfield,Southampton,1,1,D,D Webb
25/11/2023,Leicester,Watford,2,0,H,S Allison
25/11/2023,Millwall,Coventry,0,3,A,D England
25/11/2023,Norwich,QPR,1,0,H,S Martin
25/11/2023,Plymouth,Sunderland,2,0,H,J Bell
25/11/2023,Preston,Cardiff,1,2,A,R Madley
25/11/2023,Stoke,Blackburn,0,3,A,A Kitchen
25/11/2023,Swansea,Hull,2,2,D,D Whitestone
25/11/2023,West Brom,Ipswich,2,0,H,G Ward
24/11/2023,Rotherham,Leeds,1,1,D,O Langford
11/11/2023,Sunderland,Birmingham,3,1,H,D Whitestone
11/11/2023,Cardiff,Norwich,2,3,A,R Welch
11/11/2023,Coventry,Stoke,0,0,D,A Backhouse
11/11/2023,Hull,Huddersfield,1,0,H,M Donohue
11/11/2023,Ipswich,Swansea,3,2,H,S Gill
11/11/2023,Leeds,Plymouth,2,1,H,J Smith
11/11/2023,Middlesbrough,Leicester,1,0,H,O Langford
11/11/2023,QPR,Bristol City,0,0,D,G Eltringham
11/11/2023,Sheffield Weds,Millwall,0,4,A,G Ward
11/11/2023,Southampton,West Brom,2,1,H,T Nield
11/11/2023,Watford,Rotherham,5,0,H,S Martin
10/11/2023,Blackburn,Preston,1,2,A,T Bramall
7/11/2023,Rotherham,Ipswich,2,2,D,G Scott
5/11/2023,Norwich,Blackburn,1,3,A,J Smith
4/11/2023,Birmingham,Ipswich,2,2,D,L Doughty
4/11/2023,Bristol City,Sheffield Weds,1,0,H,L Smith
4/11/2023,Huddersfield,Watford,0,0,D,S Gill
4/11/2023,Millwall,Southampton,0,1,A,J Linington
4/11/2023,Plymouth,Middlesbrough,3,3,D,D England
4/11/2023,Preston,Coventry,3,2,H,A Taylor
4/11/2023,Rotherham,QPR,1,1,D,S Barrott
4/11/2023,Stoke,Cardiff,0,0,D,O Langford
4/11/2023,Swansea,Sunderland,0,0,D,R Madley
4/11/2023,West Brom,Hull,3,1,H,A Kitchen
3/11/2023,Leicester,Leeds,0,1,A,D Whitestone
30/10/2023,Coventry,West Brom,0,2,A,P Bankes
29/10/2023,Sheffield Weds,Rotherham,2,0,H,A Davies
28/10/2023,Leeds,Huddersfield,4,1,H,J Bell
28/10/2023,Southampton,Birmingham,3,1,H,D Webb
28/10/2023,Blackburn,Swansea,0,1,A,S Martin
28/10/2023,Cardiff,Bristol City,2,0,H,D England
28/10/2023,Hull,Preston,1,0,H,K Stroud
28/10/2023,Ipswich,Plymouth,3,2,H,G Ward
28/10/2023,Middlesbrough,Stoke,0,2,A,A Kitchen
28/10/2023,QPR,Leicester,1,2,A,L Doughty
28/10/2023,Sunderland,Norwich,3,1,H,A Backhouse
28/10/2023,Watford,Millwall,2,2,D,K Stroud
25/10/2023,Birmingham,Hull,0,2,A,J Busby
25/10/2023,Bristol City,Ipswich,0,1,A,J Smith
25/10/2023,Plymouth,Sheffield Weds,3,0,H,J Linington
25/10/2023,Preston,Southampton,2,2,D,J Simpson
25/10/2023,Rotherham,Coventry,2,0,H,L Smith
25/10/2023,Stoke,Leeds,1,0,H,P Tierney
24/10/2023,Huddersfield,Cardiff,0,4,A,A Backhouse
24/10/2023,Millwall,Blackburn,1,2,A,A Davies
24/10/2023,Norwich,Middlesbrough,1,2,A,S Hooper
24/10/2023,Swansea,Watford,0,1,A,A Kitchen
24/10/2023,Leicester,Sunderland,1,0,H,K Stroud
24/10/2023,West Brom,QPR,2,0,H,J Bell
21/10/2023,Preston,Millwall,1,1,D,M Donohue
21/10/2023,Blackburn,Cardiff,1,0,H,R Madley
21/10/2023,Bristol City,Coventry,1,0,H,D Webb
21/10/2023,Huddersfield,QPR,2,1,H,G Ward
21/10/2023,Hull,Southampton,1,2,A,G Eltringham
21/10/2023,Middlesbrough,Birmingham,1,0,H,R Welch
21/10/2023,Norwich,Leeds,2,3,A,J Busby
21/10/2023,Stoke,Sunderland,2,1,H,G Scott
21/10/2023,Swansea,Leicester,1,3,A,A Backhouse
21/10/2023,Watford,Sheffield Weds,1,0,H,D Whitestone
21/10/2023,West Brom,Plymouth,0,0,D,S Martin
7/10/2023,Sunderland,Middlesbrough,0,4,A,J Gillett
7/10/2023,Cardiff,Watford,1,1,D,G Ward
7/10/2023,Coventry,Norwich,1,1,D,D Whitestone
7/10/2023,Ipswich,Preston,4,2,H,D Webb
7/10/2023,Leeds,Bristol City,2,1,H,K Stroud
7/10/2023,Leicester,Stoke,2,0,H,G Eltringham
7/10/2023,Millwall,Hull,2,2,D,T Robinson
7/10/2023,Plymouth,Swansea,1,3,A,L Smith
7/10/2023,QPR,Blackburn,0,4,A,J Smith
7/10/2023,Sheffield Weds,Huddersfield,0,0,D,M Donohue
7/10/2023,Southampton,Rotherham,1,1,D,J Busby
6/10/2023,Birmingham,West Brom,3,1,H,J Linington
4/10/2023,Coventry,Blackburn,1,0,H,J Simpson
4/10/2023,Leeds,QPR,1,0,H,D Webb
4/10/2023,Leicester,Preston,3,0,H,T Bramall
4/10/2023,Sunderland,Watford,2,0,H,A Davies
4/10/2023,Swansea,Norwich,2,1,H,T Nield
4/10/2023,Rotherham,Bristol City,1,2,A,D Whitestone
3/10/2023,Birmingham,Huddersfield,4,1,H,S Allison
3/10/2023,Ipswich,Hull,3,0,H,M Donohue
3/10/2023,Middlesbrough,Cardiff,2,0,H,A Madley
3/10/2023,Plymouth,Millwall,0,2,A,O Langford
3/10/2023,Stoke,Southampton,0,1,A,J Bell
3/10/2023,West Brom,Sheffield Weds,1,0,H,J Busby
1/10/2023,Blackburn,Leicester,1,4,A,J Linington
30/09/2023,Southampton,Leeds,3,1,H,J Brooks
30/09/2023,Bristol City,Stoke,2,3,A,J Simpson
30/09/2023,Cardiff,Rotherham,2,0,H,L Doughty
30/09/2023,Huddersfield,Ipswich,1,1,D,G Eltringham
30/09/2023,Hull,Plymouth,1,1,D,D Webb
30/09/2023,Millwall,Swansea,0,3,A,J Busby
30/09/2023,Norwich,Birmingham,2,0,H,G Ward
30/09/2023,Preston,West Brom,0,4,A,J Smith
30/09/2023,QPR,Coventry,1,3,A,T Nield
30/09/2023,Watford,Middlesbrough,2,3,A,O Langford
29/09/2023,Sheffield Weds,Sunderland,0,3,A,S Barrott
25/09/2023,Coventry,Huddersfield,1,1,D,O Langford
24/09/2023,Stoke,Hull,1,3,A,T Bramall
24/09/2023,Sunderland,Cardiff,0,1,A,S Martin
23/09/2023,Ipswich,Blackburn,4,3,H,K Stroud
23/09/2023,Leeds,Watford,3,0,H,J Simpson
23/09/2023,Leicester,Bristol City,1,0,H,J Bell
23/09/2023,Middlesbrough,Southampton,2,1,H,T Robinson
23/09/2023,Plymouth,Norwich,6,2,H,A Kitchen
23/09/2023,Rotherham,Preston,1,1,D,S Allison
23/09/2023,Swansea,Sheffield Weds,3,0,H,A Backhouse
23/09/2023,West Brom,Millwall,0,0,D,T Nield
22/09/2023,Birmingham,QPR,0,0,D,M Donohue
20/09/2023,Blackburn,Sunderland,1,3,A,J Busby
20/09/2023,Huddersfield,Stoke,2,2,D,D Bond
20/09/2023,Hull,Leeds,0,0,D,S Martin
20/09/2023,Millwall,Rotherham,3,0,H,G Eltringham
20/09/2023,Watford,West Brom,2,2,D,L Doughty
20/09/2023,Norwich,Leicester,0,2,A,G Scott
19/09/2023,Bristol City,Plymouth,4,1,H,M Donohue
19/09/2023,Cardiff,Coventry,3,2,H,S Allison
19/09/2023,Preston,Birmingham,2,1,H,D Whitestone
19/09/2023,QPR,Swansea,1,1,D,A Kitchen
19/09/2023,Southampton,Ipswich,0,1,A,J Smith
19/09/2023,Sheffield Weds,Middlesbrough,1,1,D,D Webb
17/09/2023,Millwall,Leeds,0,3,A,C Kavanagh
16/09/2023,Blackburn,Middlesbrough,2,1,H,J Bell
16/09/2023,Bristol City,West Brom,0,0,D,A Backhouse
16/09/2023,Huddersfield,Rotherham,2,0,H,J Simpson
16/09/2023,Norwich,Stoke,1,0,H,O Langford
16/09/2023,Preston,Plymouth,2,1,H,G Ward
16/09/2023,QPR,Sunderland,1,3,A,D Whitestone
16/09/2023,Sheffield Weds,Ipswich,0,1,A,L Linington
16/09/2023,Watford,Birmingham,2,0,H,K Stroud
16/09/2023,Cardiff,Swansea,2,0,H,S Barrott
15/09/2023,Hull,Coventry,1,1,D,T Harrington
15/09/2023,Southampton,Leicester,1,4,A,R Madley
2/09/2023,Birmingham,Millwall,1,1,D,J Smith
2/09/2023,Sunderland,Southampton,5,0,H,D Coote
2/09/2023,Swansea,Bristol City,1,2,A,O Langford
2/09/2023,Coventry,Watford,3,3,D,D Webb
2/09/2023,Ipswich,Cardiff,3,2,H,G Ward
2/09/2023,Leeds,Sheffield Weds,0,0,D,D Whitestone
2/09/2023,Leicester,Hull,0,1,A,J Busby
2/09/2023,Middlesbrough,QPR,0,2,A,T Bramall
2/09/2023,Plymouth,Blackburn,3,0,H,S Martin
2/09/2023,Rotherham,Norwich,2,1,H,S Barrott
2/09/2023,Stoke,Preston,0,2,A,M Donohue
2/09/2023,West Brom,Huddersfield,1,2,A,J Linington
27/08/2023,Watford,Blackburn,0,1,A,G Ward
26/08/2023,Birmingham,Plymouth,2,1,H,J Busby
26/08/2023,Cardiff,Sheffield Weds,2,1,H,D Bond
26/08/2023,Coventry,Sunderland,0,0,D,K Stroud
26/08/2023,Huddersfield,Norwich,0,4,A,D Whitestone
26/08/2023,Ipswich,Leeds,3,4,A,R Madley
26/08/2023,Millwall,Stoke,1,0,H,D Webb
26/08/2023,Preston,Swansea,2,1,H,J Smith
26/08/2023,Rotherham,Leicester,1,2,A,S Hooper
26/08/2023,Southampton,QPR,2,1,H,J Bell
26/08/2023,West Brom,Middlesbrough,4,2,H,J Simpson
25/08/2023,Hull,Bristol City,1,1,D,J Linington
20/08/2023,Norwich,Millwall,3,1,H,T Harrington
19/08/2023,Plymouth,Southampton,1,2,A,D Webb
19/08/2023,Blackburn,Hull,1,2,A,O Langford
19/08/2023,Bristol City,Birmingham,0,2,A,S Barrott
19/08/2023,Leicester,Cardiff,2,1,H,G Scott
19/08/2023,Middlesbrough,Huddersfield,1,1,D,J Smith
19/08/2023,QPR,Ipswich,0,1,A,G Eltringham
19/08/2023,Sheffield Weds,Preston,0,1,A,J Simpson
19/08/2023,Stoke,Watford,1,0,H,J Bell
19/08/2023,Sunderland,Rotherham,2,1,H,G Ward
19/08/2023,Swansea,Coventry,1,1,D,R Madley
18/08/2023,Leeds,West Brom,1,1,D,M Donohue
12/08/2023,Coventry,Middlesbrough,3,0,H,D Whitestone
12/08/2023,Birmingham,Leeds,1,0,H,T Robinson
12/08/2023,Cardiff,QPR,1,2,A,O Langford
12/08/2023,Huddersfield,Leicester,0,1,A,D Webb
12/08/2023,Hull,Sheffield Weds,4,2,H,M Donohue
12/08/2023,Ipswich,Stoke,2,0,H,J Smith
12/08/2023,Millwall,Bristol City,0,1,A,K Stroud
12/08/2023,Preston,Sunderland,2,1,H,J Linington
12/08/2023,Rotherham,Blackburn,2,2,D,R Madley
12/08/2023,Southampton,Norwich,4,4,D,D England
12/08/2023,Watford,Plymouth,0,0,D,G Eltringham
12/08/2023,West Brom,Swansea,3,2,H,S Barrott
6/08/2023,Leicester,Coventry,2,1,H,D Bond
6/08/2023,Leeds,Cardiff,2,2,D,J Smith
6/08/2023,Sunderland,Ipswich,1,2,A,S Barrott
5/08/2023,Blackburn,West Brom,2,1,H,D Whitestone
5/08/2023,Bristol City,Preston,1,1,D,D Webb
5/08/2023,Middlesbrough,Millwall,0,1,A,G Ward
5/08/2023,Norwich,Hull,2,1,H,K Stroud
5/08/2023,Plymouth,Huddersfield,3,1,H,M Donohue
5/08/2023,Stoke,Rotherham,4,1,H,J Busby
5/08/2023,Swansea,Birmingham,1,1,D,J Linington
5/08/2023,Watford,QPR,4,0,H,T Bramall
4/08/2023,Sheffield Weds,Southampton,1,2,A,R Madley
8/05/2023,Birmingham,Sheffield United,1,2,A,D Webb
8/05/2023,Burnley,Cardiff,3,0,H,M Donohue
8/05/2023,Huddersfield,Reading,2,0,H,J Smith
8/05/2023,Luton,Hull,0,0,D,J Linington
8/05/2023,Middlesbrough,Coventry,1,1,D,J Busby
8/05/2023,Millwall,Blackburn,3,4,A,C Pawson
8/05/2023,Norwich,Blackpool,0,1,A,J Bell
8/05/2023,Preston,Sunderland,0,3,A,R Madley
8/05/2023,QPR,Bristol City,0,2,A,A Woolmer
8/05/2023,Swansea,West Brom,3,2,H,K Stroud
8/05/2023,Watford,Stoke,2,0,H,L Smith
8/05/2023,Wigan,Rotherham,0,0,D,T Robinson
4/05/2023,Huddersfield,Sheffield United,1,0,H,J Busby
1/05/2023,Rotherham,Middlesbrough,1,0,H,K Stroud
1/05/2023,Blackburn,Luton,1,1,D,D England
30/04/2023,Cardiff,Huddersfield,1,2,A,M Salisbury
29/04/2023,Bristol City,Burnley,1,2,A,D Webb
29/04/2023,Coventry,Birmingham,2,0,H,J Linington
29/04/2023,Hull,Swansea,1,1,D,G Eltringham
29/04/2023,Reading,Wigan,1,1,D,A Davies
29/04/2023,Sheffield United,Preston,4,1,H,S Martin
29/04/2023,Stoke,QPR,0,1,A,L Doughty
29/04/2023,Sunderland,Watford,2,2,D,G Ward
29/04/2023,West Brom,Norwich,2,1,H,R Madley
28/04/2023,Blackpool,Millwall,2,3,A,M Donohue
27/04/2023,Rotherham,Cardiff,1,2,A,O Langford
26/04/2023,Sheffield United,West Brom,2,0,H,D Whitestone
25/04/2023,Blackburn,Burnley,0,1,A,T Robinson
24/04/2023,Luton,Middlesbrough,2,1,H,G Scott
23/04/2023,West Brom,Sunderland,1,2,A,J Busby
22/04/2023,Birmingham,Blackpool,0,1,A,K Stroud
22/04/2023,Bristol City,Rotherham,2,1,H,J Smith
22/04/2023,Burnley,QPR,1,2,A,D Whitestone
22/04/2023,Cardiff,Stoke,1,1,D,A Davies
22/04/2023,Coventry,Reading,2,1,H,M Donohue
22/04/2023,Hull,Watford,1,0,H,O Langford
22/04/2023,Norwich,Swansea,0,3,A,D Webb
22/04/2023,Wigan,Millwall,2,1,H,R Madley
22/04/2023,Preston,Blackburn,1,1,D,R Jones
19/04/2023,Blackburn,Coventry,1,1,D,J Simpson
19/04/2023,QPR,Norwich,1,1,D,K Stroud
19/04/2023,Swansea,Preston,4,2,H,O Langford
19/04/2023,Watford,Cardiff,1,3,A,J Gillett
19/04/2023,Middlesbrough,Hull,3,1,H,A Davies
19/04/2023,Reading,Luton,1,1,D,T Robinson
18/04/2023,Blackpool,West Brom,0,2,A,S Martin
18/04/2023,Rotherham,Burnley,2,2,D,R Madley
18/04/2023,Sheffield United,Bristol City,1,0,H,G Eltringham
18/04/2023,Stoke,Wigan,0,1,A,T Nield
18/04/2023,Sunderland,Huddersfield,1,1,D,L Doughty
18/04/2023,Millwall,Birmingham,0,1,A,D Whitestone
15/04/2023,Sheffield United,Cardiff,4,1,H,D Webb
15/04/2023,Blackpool,Wigan,1,0,H,T Bramall
15/04/2023,Millwall,Preston,2,0,H,T Robinson
15/04/2023,QPR,Coventry,0,3,A,M Salisbury
15/04/2023,Reading,Burnley,0,0,D,O Langford
15/04/2023,Rotherham,Luton,0,2,A,L Doughty
15/04/2023,Stoke,West Brom,1,2,A,A Woolmer
15/04/2023,Sunderland,Birmingham,2,1,H,S Martin
15/04/2023,Swansea,Huddersfield,1,0,H,M Donohue
15/04/2023,Watford,Bristol City,2,0,H,D Whitestone
15/04/2023,Blackburn,Hull,0,0,D,J Busby
14/04/2023,Middlesbrough,Norwich,5,1,H,J Smith
10/04/2023,Huddersfield,Blackburn,2,2,D,S Martin
10/04/2023,Birmingham,Stoke,0,0,D,D Bond
10/04/2023,Cardiff,Sunderland,0,1,A,T Bramall
10/04/2023,Coventry,Watford,2,2,D,K Stroud
10/04/2023,Hull,Millwall,1,0,H,J Smith
10/04/2023,Luton,Blackpool,3,1,H,A Davies
10/04/2023,Norwich,Rotherham,0,0,D,J Simpson
10/04/2023,Preston,Reading,2,1,H,J Busby
10/04/2023,West Brom,QPR,2,2,D,M Donohue
10/04/2023,Wigan,Swansea,0,2,A,S Allison
10/04/2023,Bristol City,Middlesbrough,2,2,D,T Robinson
10/04/2023,Burnley,Sheffield United,2,0,H,M Salisbury
7/04/2023,Millwall,Luton,0,0,D,D England
7/04/2023,Rotherham,West Brom,3,1,H,T Robinson
7/04/2023,Blackburn,Norwich,0,2,A,A Marriner
7/04/2023,Blackpool,Cardiff,1,3,A,J Smith
7/04/2023,QPR,Preston,0,2,A,G Eltringham
7/04/2023,Reading,Birmingham,1,1,D,S Oldham
7/04/2023,Sheffield United,Wigan,1,0,H,A Davies
